Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10596824,2,"Saturday, November 10, 2012 13:50:38 UTC",52.8186,-167.2971,2.6,25.50, 9,"Fox Islands, Aleutian Islands, Alaska"
us,c000dqeu,7,"Saturday, November 10, 2012 13:43:33 UTC",-4.9087,134.0445,4.8,20.10,76,"near the south coast of Papua, Indonesia"
ak,10596821,2,"Saturday, November 10, 2012 13:36:01 UTC",51.4845,-178.1540,1.7,11.50,14,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60473147,2,"Saturday, November 10, 2012 13:35:24 UTC",47.5548,-122.0633,1.2,16.10,32,"Seattle-Tacoma urban area, Washington"
nc,71879665,0,"Saturday, November 10, 2012 13:29:47 UTC",36.7080,-121.3465,1.9,3.40,20,"Central California"
ak,10599918,2,"Saturday, November 10, 2012 13:28:06 UTC",60.0647,-152.7384,1.8,110.20,13,"Southern Alaska"
ak,10596817,2,"Saturday, November 10, 2012 13:27:27 UTC",63.1163,-151.6386,1.4,17.40,11,"Central Alaska"
ak,10596814,2,"Saturday, November 10, 2012 13:16:58 UTC",60.9884,-146.6595,1.3,22.00,15,"Southern Alaska"
us,c000dqel,6,"Saturday, November 10, 2012 13:04:09 UTC",36.8897,71.3045,4.1,213.40,22,"Hindu Kush region, Afghanistan"
ak,10596809,2,"Saturday, November 10, 2012 12:41:22 UTC",63.0846,-149.6122,1.4,81.20,18,"Central Alaska"
nc,71879645,3,"Saturday, November 10, 2012 12:40:32 UTC",41.2892,-125.2408,2.6,5.00,37,"offshore Northern California"
us,c000dqeh,5,"Saturday, November 10, 2012 12:35:51 UTC",36.6862,141.3720,4.6,41.60,47,"near the east coast of Honshu, Japan"
ci,15243393,0,"Saturday, November 10, 2012 12:34:58 UTC",33.0372,-116.3615,1.3,6.10,14,"Southern California"
pr,12315002,0,"Saturday, November 10, 2012 12:25:49 UTC",17.8638,-66.7570,1.8,22.00, 5,"Puerto Rico region"
uw,60473137,2,"Saturday, November 10, 2012 12:07:14 UTC",48.2987,-121.8720,1.0,6.90,10,"Washington"
ak,10599913,2,"Saturday, November 10, 2012 12:04:10 UTC",56.0584,-152.6370,2.9,15.20,10,"Kodiak Island region, Alaska"
ak,10596801,2,"Saturday, November 10, 2012 12:01:50 UTC",60.3148,-152.1862,2.3,86.60,49,"Southern Alaska"
ak,10596796,2,"Saturday, November 10, 2012 11:55:13 UTC",61.0315,-148.0103,1.3,15.10, 9,"Southern Alaska"
ak,10596798,2,"Saturday, November 10, 2012 11:54:45 UTC",56.1294,-152.7154,3.5,14.20,38,"Kodiak Island region, Alaska"
nc,71879635,0,"Saturday, November 10, 2012 11:48:10 UTC",36.2877,-120.8325,1.7,8.90,14,"Central California"
ak,10599907,2,"Saturday, November 10, 2012 11:39:41 UTC",58.0866,-154.7098,1.9,88.10,10,"Alaska Peninsula"
ak,10599906,2,"Saturday, November 10, 2012 11:35:33 UTC",56.1303,-152.6831,2.6,10.70,10,"Kodiak Island region, Alaska"
ak,10596791,2,"Saturday, November 10, 2012 11:33:35 UTC",60.3224,-142.0106,1.1,9.50,10,"Southern Alaska"
ak,10596790,2,"Saturday, November 10, 2012 11:31:51 UTC",63.2344,-151.3692,1.4,7.00,16,"Central Alaska"
nc,71879615,1,"Saturday, November 10, 2012 10:47:01 UTC",38.7783,-122.7528,1.7,0.10,23,"Northern California"
uu,60004382,4,"Saturday, November 10, 2012 10:42:28 UTC",44.4343,-111.0112,1.6,3.30,20,"Yellowstone National Park, Wyoming"
ci,15243385,2,"Saturday, November 10, 2012 10:39:17 UTC",33.2875,-116.1398,1.1,7.00,27,"Southern California"
ak,10599902,2,"Saturday, November 10, 2012 10:31:17 UTC",59.9968,-151.9940,1.8,88.50,26,"Kenai Peninsula, Alaska"
ak,10599901,2,"Saturday, November 10, 2012 10:21:56 UTC",56.1387,-152.6981,3.2,10.00,33,"Kodiak Island region, Alaska"
ak,10599900,2,"Saturday, November 10, 2012 10:21:14 UTC",63.0738,-151.5693,1.0,12.80, 9,"Central Alaska"
ak,10596776,2,"Saturday, November 10, 2012 10:17:40 UTC",63.1027,-151.5485,2.3,9.20,33,"Central Alaska"
ci,15243377,2,"Saturday, November 10, 2012 10:15:04 UTC",33.0140,-116.3125,1.2,4.60,47,"Southern California"
ak,10596773,2,"Saturday, November 10, 2012 10:09:25 UTC",63.0733,-151.5539,1.6,7.10,23,"Central Alaska"
nc,71879610,0,"Saturday, November 10, 2012 10:05:38 UTC",38.8422,-122.8302,1.0,2.80,13,"Northern California"
ak,10596760,2,"Saturday, November 10, 2012 10:01:58 UTC",51.4931,-178.0934,3.0,4.70,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10596757,3,"Saturday, November 10, 2012 10:01:21 UTC",63.1160,-151.5876,3.6,12.70,66,"Central Alaska"
uw,60473117,3,"Saturday, November 10, 2012 09:58:28 UTC",46.3790,-119.2783,1.5,2.70,21,"Washington"
nc,71879600,0,"Saturday, November 10, 2012 09:56:39 UTC",38.8475,-122.8707,1.2,2.00,16,"Northern California"
nc,71879595,1,"Saturday, November 10, 2012 09:56:23 UTC",38.8265,-122.8310,1.5,2.80,25,"Northern California"
nc,71879590,0,"Saturday, November 10, 2012 09:50:07 UTC",38.8402,-122.8293,1.4,1.80,18,"Northern California"
ak,10596737,3,"Saturday, November 10, 2012 09:41:30 UTC",58.5856,-153.1509,3.7,60.20,128,"Kodiak Island region, Alaska"
ak,10596735,2,"Saturday, November 10, 2012 09:31:23 UTC",55.7504,-158.2896,2.7,47.30,17,"Alaska Peninsula"
nc,71879575,0,"Saturday, November 10, 2012 09:14:24 UTC",38.8363,-122.8260,1.2,2.10,21,"Northern California"
us,c000dqdl,4,"Saturday, November 10, 2012 09:10:26 UTC",-15.3448,-173.0803,4.6,25.90,37,"Tonga"
pr,12315000,0,"Saturday, November 10, 2012 09:10:24 UTC",18.4006,-64.6731,2.0,6.00, 4,"Tortola, British Virgin Islands"
us,c000dqcw,7,"Saturday, November 10, 2012 09:06:51 UTC",-8.8865,120.6114,5.0,9.90,110,"Flores region, Indonesia"
ak,10596728,2,"Saturday, November 10, 2012 08:54:09 UTC",62.9271,-151.2792,2.0,124.60,36,"Central Alaska"
uw,60473107,2,"Saturday, November 10, 2012 08:45:21 UTC",47.8730,-121.6528,1.0,12.10,13,"Washington"
ci,15243369,2,"Saturday, November 10, 2012 08:35:08 UTC",31.9853,-116.9375,2.0,21.10,19,"offshore Baja California, Mexico"
ak,10596722,2,"Saturday, November 10, 2012 08:27:30 UTC",63.9209,-148.8942,1.2,0.00,15,"Central Alaska"
nc,71879545,1,"Saturday, November 10, 2012 08:06:40 UTC",38.8380,-122.8288,1.8,2.30,25,"Northern California"
nc,71879520,2,"Saturday, November 10, 2012 07:26:39 UTC",37.3765,-118.3107,1.6,7.40,21,"Central California"
nc,71879500,1,"Saturday, November 10, 2012 06:56:38 UTC",38.8408,-122.8285,1.7,2.30,26,"Northern California"
ak,10596707,2,"Saturday, November 10, 2012 06:54:52 UTC",51.5740,-178.1457,1.8,11.70,15,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71879495,3,"Saturday, November 10, 2012 06:48:48 UTC",38.8112,-122.7937,2.0,2.40,71,"Northern California"
ci,15243361,2,"Saturday, November 10, 2012 06:41:14 UTC",35.6625,-118.4658,1.6,9.90,39,"Central California"
ci,15243353,2,"Saturday, November 10, 2012 06:33:41 UTC",34.0207,-117.2332,1.3,16.50,70,"Greater Los Angeles area, California"
us,c000dqbp,6,"Saturday, November 10, 2012 06:27:18 UTC",49.4201,-128.2638,4.1,10.10,109,"Vancouver Island, Canada region"
nc,71879480,3,"Saturday, November 10, 2012 06:19:49 UTC",38.8398,-122.8292,2.0,2.30,70,"Northern California"
uu,60004367,2,"Saturday, November 10, 2012 06:18:32 UTC",44.7680,-111.1712,1.1,8.10,13,"western Montana"
nc,71879475,0,"Saturday, November 10, 2012 06:15:06 UTC",38.8395,-122.8317,1.4,1.80,11,"Northern California"
ak,10596695,2,"Saturday, November 10, 2012 06:10:53 UTC",63.1171,-151.4821,1.6,3.90,17,"Central Alaska"
nc,71879465,0,"Saturday, November 10, 2012 06:10:00 UTC",38.8432,-122.8305,1.0,2.20,14,"Northern California"
nc,71879460,0,"Saturday, November 10, 2012 06:06:01 UTC",38.8420,-122.8298,1.3,1.90,21,"Northern California"
us,c000dqbc,8,"Saturday, November 10, 2012 06:05:26 UTC",-7.4716,106.6677,5.1,51.10,100,"Java, Indonesia"
nc,71879455,3,"Saturday, November 10, 2012 06:03:01 UTC",38.8400,-122.8295,2.0,2.20,70,"Northern California"
ak,10596690,2,"Saturday, November 10, 2012 05:46:22 UTC",59.4329,-152.7616,2.0,74.20,32,"Southern Alaska"
nc,71879440,0,"Saturday, November 10, 2012 05:32:27 UTC",38.8260,-122.7977,1.0,3.40,19,"Northern California"
nc,71879445,2,"Saturday, November 10, 2012 05:32:27 UTC",38.8250,-122.7987,1.1,3.30,37,"Northern California"
ak,10596688,2,"Saturday, November 10, 2012 05:19:23 UTC",59.9964,-153.0406,1.3,4.00,12,"Southern Alaska"
nc,71879435,0,"Saturday, November 10, 2012 05:17:50 UTC",38.8108,-122.8198,1.0,2.20,20,"Northern California"
ak,10596687,2,"Saturday, November 10, 2012 05:14:05 UTC",59.9818,-152.9903,1.2,4.50,14,"Southern Alaska"
ak,10596684,2,"Saturday, November 10, 2012 05:12:17 UTC",62.1714,-149.5653,1.4,9.80,16,"Central Alaska"
ak,10596682,3,"Saturday, November 10, 2012 05:11:30 UTC",50.6610,177.4041,3.2,33.60,20,"Rat Islands, Aleutian Islands, Alaska"
ak,10596679,2,"Saturday, November 10, 2012 05:00:31 UTC",63.2449,-148.2372,1.5,79.00,22,"Central Alaska"
nc,71879430,3,"Saturday, November 10, 2012 04:53:29 UTC",36.7162,-121.3618,1.9,3.20,47,"Central California"
ak,10596672,2,"Saturday, November 10, 2012 04:37:10 UTC",64.4738,-148.0434,1.3,20.50,15,"Central Alaska"
us,c000dqaw,5,"Saturday, November 10, 2012 04:24:12 UTC",30.1108,-88.0731,2.7,5.00,22,"Mississippi"
nc,71879410,0,"Saturday, November 10, 2012 04:21:47 UTC",38.8393,-122.8303,1.0,1.60,14,"Northern California"
ak,10596668,2,"Saturday, November 10, 2012 03:53:27 UTC",54.5158,-162.1293,3.3,16.60,14,"Alaska Peninsula"
ak,10596665,2,"Saturday, November 10, 2012 03:33:06 UTC",60.0199,-152.6871,2.0,93.70,28,"Southern Alaska"
ak,10596657,2,"Saturday, November 10, 2012 03:07:49 UTC",64.4746,-148.0675,1.7,20.30,19,"Central Alaska"
ak,10596655,2,"Saturday, November 10, 2012 03:05:10 UTC",60.3971,-151.0299,2.3,57.40,47,"Kenai Peninsula, Alaska"
nc,71879360,1,"Saturday, November 10, 2012 02:46:08 UTC",38.8087,-122.8200,1.0,2.40,22,"Northern California"
ak,10596504,2,"Saturday, November 10, 2012 01:36:20 UTC",60.4400,-147.3198,1.6,1.80,19,"Southern Alaska"
nc,71879330,0,"Saturday, November 10, 2012 01:33:32 UTC",36.5935,-121.2028,2.0,8.40,21,"Central California"
ak,10596500,2,"Saturday, November 10, 2012 01:32:31 UTC",64.4793,-148.0918,1.1,18.70,17,"Central Alaska"
ci,15243313,2,"Saturday, November 10, 2012 01:05:43 UTC",33.7045,-117.4515,1.7,9.30,84,"Southern California"
ak,10596489,2,"Saturday, November 10, 2012 00:59:32 UTC",60.1298,-152.7415,2.2,105.10,42,"Southern Alaska"
uw,60472997,2,"Saturday, November 10, 2012 00:53:27 UTC",47.8765,-121.6437,1.0,10.00,15,"Washington"
ak,10596482,2,"Saturday, November 10, 2012 00:42:12 UTC",51.6778,-179.6835,2.8,90.60,23,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10596478,2,"Saturday, November 10, 2012 00:28:41 UTC",51.5506,-178.1155,2.9,13.10,24,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10596472,2,"Saturday, November 10, 2012 00:13:40 UTC",64.9891,-147.3723,1.1,0.00, 9,"Central Alaska"
ak,10596458,1,"Friday, November  9, 2012 23:46:06 UTC",61.4584,-146.4680,1.7,32.30, 7,"Southern Alaska"
nc,71879245,2,"Friday, November  9, 2012 23:45:40 UTC",35.4530,-120.8653,1.2,0.00,14,"Central California"
pr,12314006,0,"Friday, November  9, 2012 23:43:32 UTC",18.5767,-65.4821,3.2,144.00, 5,"Puerto Rico region"
ak,10596450,1,"Friday, November  9, 2012 23:42:57 UTC",64.6441,-148.6719,1.2,20.40,11,"Central Alaska"
nc,71879235,1,"Friday, November  9, 2012 23:42:49 UTC",38.8060,-122.8158,1.6,3.20,32,"Northern California"
nc,71879230,1,"Friday, November  9, 2012 23:36:39 UTC",38.8042,-122.8178,1.2,3.30,24,"Northern California"
nc,71879215,1,"Friday, November  9, 2012 23:33:48 UTC",38.8025,-122.8158,2.0,3.30,33,"Northern California"
nc,71879210,3,"Friday, November  9, 2012 23:33:08 UTC",38.8023,-122.8170,2.7,3.40,94,"Northern California"
ci,15243297,2,"Friday, November  9, 2012 23:29:08 UTC",32.7962,-116.1320,1.2,11.30,18,"Southern California"
ak,10596431,1,"Friday, November  9, 2012 23:15:51 UTC",64.9624,-150.2856,1.3,3.50, 6,"Central Alaska"
ak,10596420,2,"Friday, November  9, 2012 23:08:20 UTC",63.1927,-151.5043,3.6,11.60,79,"Central Alaska"
hv,60429231,1,"Friday, November  9, 2012 23:07:50 UTC",19.3220,-155.1422,1.9,7.10,12,"Island of Hawaii, Hawaii"
nc,71879170,2,"Friday, November  9, 2012 23:07:23 UTC",36.3008,-120.8442,1.9,8.20,56,"Central California"
ak,10596414,2,"Friday, November  9, 2012 22:41:31 UTC",51.9135,-173.2140,2.8,42.80,13,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000dq8d,8,"Friday, November  9, 2012 22:35:17 UTC",38.8141,141.4609,4.6,100.40,121,"near the east coast of Honshu, Japan"
nc,71879140,4,"Friday, November  9, 2012 22:30:43 UTC",36.8858,-121.6115,1.2,0.00,18,"Central California"
nc,71879135,2,"Friday, November  9, 2012 22:25:26 UTC",36.3008,-120.8502,2.0,7.80,76,"Central California"
uw,60472942,2,"Friday, November  9, 2012 22:22:01 UTC",49.4658,-120.5770,2.4,0.00,10,"British Columbia, Canada"
ci,15243289,2,"Friday, November  9, 2012 22:15:42 UTC",32.6602,-115.9342,1.2,10.00,15,"Southern California"
nc,71879125,3,"Friday, November  9, 2012 22:15:11 UTC",37.9408,-122.1142,2.0,10.80,72,"San Francisco Bay area, California"
ci,15243281,2,"Friday, November  9, 2012 21:54:19 UTC",33.2762,-116.1393,2.2,12.20,99,"Southern California"
nc,71879100,5,"Friday, November  9, 2012 21:35:56 UTC",37.4120,-118.6030,1.7,11.20,39,"Central California"
nc,71066069,4,"Friday, November  9, 2012 21:35:55 UTC",36.2888,-120.7893,1.0,7.90, 9,"Central California"
ak,10596285,1,"Friday, November  9, 2012 21:30:03 UTC",60.1008,-152.5749,1.9,78.90,21,"Southern Alaska"
ci,15243249,4,"Friday, November  9, 2012 21:25:31 UTC",33.2732,-116.1423,1.7,10.00,60,"Southern California"
nc,71879075,0,"Friday, November  9, 2012 21:13:47 UTC",38.8310,-122.8090,1.1,1.20, 7,"Northern California"
nc,71879065,1,"Friday, November  9, 2012 21:10:21 UTC",38.8267,-122.8095,1.9,2.10,36,"Northern California"
ci,15243241,2,"Friday, November  9, 2012 21:08:26 UTC",33.3498,-116.2332,1.4,10.40,51,"Southern California"
ak,10596273,1,"Friday, November  9, 2012 20:57:21 UTC",61.3870,-151.3154,1.7,71.20,15,"Southern Alaska"
nn,00393349,9,"Friday, November  9, 2012 20:54:24 UTC",39.3168,-119.9841,1.0,6.40,19,"Nevada"
ak,10596265,1,"Friday, November  9, 2012 20:43:47 UTC",62.2277,-151.1627,2.0,57.20,16,"Central Alaska"
ak,10596254,1,"Friday, November  9, 2012 20:18:14 UTC",59.6898,-152.9785,2.8,106.50,31,"Southern Alaska"
ci,15243225,2,"Friday, November  9, 2012 20:09:59 UTC",33.9790,-116.6493,1.2,6.80,34,"Southern California"
us,c000dq2x,6,"Friday, November  9, 2012 19:59:42 UTC",0.8808,97.4863,5.3,3.50,162,"Nias region, Indonesia"
us,c000dq3a,4,"Friday, November  9, 2012 19:54:30 UTC",25.3284,102.6405,4.8,32.70,53,"Yunnan, China"
nc,71878960,3,"Friday, November  9, 2012 19:44:15 UTC",39.6842,-122.4230,1.1,4.10, 5,"Northern California"
ci,15243217,2,"Friday, November  9, 2012 19:42:17 UTC",36.1092,-117.5910,1.6,1.60,32,"Central California"
pr,12314005,0,"Friday, November  9, 2012 19:31:35 UTC",19.1870,-65.6321,3.1,42.00, 3,"Puerto Rico region"
us,c000dq3l,6,"Friday, November  9, 2012 19:19:00 UTC",-7.8430,128.1430,4.5,161.20,15,"Kepulauan Barat Daya, Indonesia"
uw,60472867,3,"Friday, November  9, 2012 18:36:30 UTC",46.4160,-119.2705,1.6,0.00,21,"Washington"
uu,60004307,4,"Friday, November  9, 2012 18:15:48 UTC",44.0728,-110.6873,1.3,8.10,17,"Wyoming"
uw,60472862,1,"Friday, November  9, 2012 18:13:57 UTC",49.4240,-120.5192,2.3,0.00,11,"British Columbia, Canada"
ak,10596049,1,"Friday, November  9, 2012 18:10:45 UTC",63.1180,-151.3006,2.5,16.90,14,"Central Alaska"
nc,71878890,3,"Friday, November  9, 2012 18:09:02 UTC",37.3637,-119.9903,2.1,22.60,15,"Central California"
ak,10596048,2,"Friday, November  9, 2012 18:01:33 UTC",53.2290,-166.6316,2.1,25.00, 9,"Fox Islands, Aleutian Islands, Alaska"
ak,10596040,1,"Friday, November  9, 2012 17:51:07 UTC",60.1107,-141.1387,1.4,0.00, 7,"Southern Alaska"
ak,10596038,1,"Friday, November  9, 2012 17:49:45 UTC",60.2204,-141.4158,1.9,0.40, 8,"Southern Alaska"
nc,71878880,2,"Friday, November  9, 2012 17:31:54 UTC",37.9873,-118.6593,1.5,9.60,23,"Central California"
us,c000dpxp,6,"Friday, November  9, 2012 17:20:24 UTC",-20.5830,-177.0321,4.8,262.40,108,"Fiji region"
uw,60472847,2,"Friday, November  9, 2012 16:56:34 UTC",46.4275,-119.2773,1.0,0.40, 8,"Washington"
ak,10596011,2,"Friday, November  9, 2012 16:49:01 UTC",63.2493,-150.8239,1.3,130.30,11,"Central Alaska"
ak,10596001,1,"Friday, November  9, 2012 16:41:29 UTC",61.5265,-146.4977,1.9,17.60,19,"Southern Alaska"
ak,10595994,1,"Friday, November  9, 2012 16:34:48 UTC",60.2138,-141.4555,1.8,1.80,16,"Southern Alaska"
ak,10595987,1,"Friday, November  9, 2012 16:27:09 UTC",60.1364,-152.4106,1.8,79.20,15,"Southern Alaska"
us,c000dpvv,6,"Friday, November  9, 2012 16:18:41 UTC",-10.0875,161.1025,4.9,56.10,47,"Solomon Islands"
ak,10595981,2,"Friday, November  9, 2012 16:04:25 UTC",53.1991,-166.6879,2.9,25.60,25,"Fox Islands, Aleutian Islands, Alaska"
nc,71878795,2,"Friday, November  9, 2012 15:53:22 UTC",35.9628,-120.5232,1.3,11.50,54,"Central California"
nc,71878785,3,"Friday, November  9, 2012 15:46:38 UTC",36.7037,-121.2075,2.0,5.40,43,"Central California"
ak,10595972,1,"Friday, November  9, 2012 15:41:31 UTC",61.0919,-149.7266,1.7,43.10,12,"Southern Alaska"
nc,71878780,1,"Friday, November  9, 2012 15:31:40 UTC",38.8408,-122.8302,1.7,2.20,27,"Northern California"
nc,71878775,3,"Friday, November  9, 2012 15:27:02 UTC",36.7848,-121.3285,2.0,8.00,54,"Central California"
nc,71878765,0,"Friday, November  9, 2012 15:24:00 UTC",38.8413,-122.8310,1.5,2.60,18,"Northern California"
us,c000dpux,8,"Friday, November  9, 2012 15:07:50 UTC",-7.9344,117.6240,5.3,30.90,55,"Bali Sea"
nc,71878745,0,"Friday, November  9, 2012 15:06:36 UTC",38.8140,-122.8135,1.1,3.90,10,"Northern California"
nc,71878740,2,"Friday, November  9, 2012 14:56:03 UTC",39.2507,-122.7337,1.9,7.40,23,"Northern California"
nc,71878735,2,"Friday, November  9, 2012 14:53:46 UTC",37.6432,-118.9465,1.1,7.70,20,"Long Valley area, California"
us,c000dpum,6,"Friday, November  9, 2012 14:42:59 UTC",7.4764,126.7682,4.4,64.30,23,"Mindanao, Philippines"
ci,15243161,2,"Friday, November  9, 2012 14:42:55 UTC",36.2263,-118.3102,1.3,5.00,15,"Central California"
us,c000dpuk,6,"Friday, November  9, 2012 14:42:44 UTC",14.1229,-92.0985,4.6,56.10,23,"offshore Guatemala"
nc,71878720,2,"Friday, November  9, 2012 14:19:55 UTC",37.6442,-118.9490,1.3,7.70,28,"Long Valley area, California"
ci,15243145,2,"Friday, November  9, 2012 14:16:38 UTC",33.4330,-116.4630,1.3,14.60,56,"Southern California"
ak,10595944,2,"Friday, November  9, 2012 13:50:41 UTC",53.5623,-164.2864,3.0,13.00,20,"Unimak Island region, Alaska"
ci,15243137,2,"Friday, November  9, 2012 13:36:56 UTC",34.3410,-118.5065,1.5,5.50,31,"Greater Los Angeles area, California"
nc,71878710,0,"Friday, November  9, 2012 13:28:12 UTC",38.7672,-122.6862,1.1,8.40, 7,"Northern California"
ci,15243121,2,"Friday, November  9, 2012 13:26:57 UTC",34.2528,-116.7603,1.1,5.10,37,"Southern California"
us,c000dpsr,5,"Friday, November  9, 2012 12:55:07 UTC",14.4983,-93.0249,4.4,35.00,26,"offshore Chiapas, Mexico"
ak,10595933,1,"Friday, November  9, 2012 12:53:28 UTC",60.3332,-152.1202,1.7,68.00,11,"Southern Alaska"
us,c000dpsk,5,"Friday, November  9, 2012 12:43:06 UTC",13.8241,-92.5870,4.3,35.00,39,"offshore Guatemala"
ci,15243113,2,"Friday, November  9, 2012 12:34:21 UTC",34.3417,-118.4908,2.1,1.90,55,"Greater Los Angeles area, California"
us,c000dpsh,4,"Friday, November  9, 2012 12:19:06 UTC",-8.5854,-74.2720,4.6,145.90,41,"central Peru"
us,c000dps8,8,"Friday, November  9, 2012 12:14:33 UTC",13.7045,-92.0687,4.3,30.00,27,"offshore Guatemala"
nc,71878670,2,"Friday, November  9, 2012 11:48:12 UTC",37.6435,-118.9463,1.0,7.90,27,"Long Valley area, California"
uu,60004272,2,"Friday, November  9, 2012 11:41:14 UTC",39.5857,-111.5422,1.4,0.10,11,"Utah"
ci,15243105,3,"Friday, November  9, 2012 11:39:10 UTC",34.3387,-118.4835,3.2,1.10,134,"Greater Los Angeles area, California"
nc,71878660,5,"Friday, November  9, 2012 11:32:05 UTC",36.3080,-120.8538,1.8,8.00,42,"Central California"
uu,60004262,4,"Friday, November  9, 2012 11:12:00 UTC",39.5865,-111.5503,1.8,1.10,17,"Utah"
nc,71878655,2,"Friday, November  9, 2012 10:49:37 UTC",37.4135,-118.5502,1.0,14.10,15,"Central California"
nc,71878650,3,"Friday, November  9, 2012 10:37:23 UTC",38.5912,-121.8540,2.1,15.80,38,"Northern California"
nc,71878640,3,"Friday, November  9, 2012 10:27:23 UTC",38.6248,-121.8308,1.9,10.50,24,"Northern California"
us,c000dpru,6,"Friday, November  9, 2012 10:21:50 UTC",-6.4395,150.3871,4.3,35.00,17,"New Britain region, Papua New Guinea"
ci,15243089,2,"Friday, November  9, 2012 10:03:17 UTC",33.0255,-116.4390,1.0,5.10,38,"Southern California"
us,c000dprp,5,"Friday, November  9, 2012 09:54:39 UTC",-56.3811,-27.3930,5.2,108.60,51,"South Sandwich Islands region"
nc,71878625,3,"Friday, November  9, 2012 09:37:18 UTC",38.6085,-122.8172,2.1,5.90,66,"Northern California"
nc,71878620,2,"Friday, November  9, 2012 09:32:22 UTC",37.6437,-118.9492,1.0,7.60,23,"Long Valley area, California"
ak,10595905,1,"Friday, November  9, 2012 09:27:44 UTC",60.8378,-147.0839,1.1,20.20, 6,"Southern Alaska"
ci,15243081,2,"Friday, November  9, 2012 09:27:27 UTC",34.0787,-117.3212,1.3,17.70,61,"Greater Los Angeles area, California"
ci,15243073,2,"Friday, November  9, 2012 09:25:18 UTC",33.0655,-116.4532,1.5,5.00,64,"Southern California"
hv,60429131,2,"Friday, November  9, 2012 09:21:24 UTC",19.2883,-155.2157,2.3,7.00,24,"Island of Hawaii, Hawaii"
ci,15243065,2,"Friday, November  9, 2012 09:17:51 UTC",34.5307,-118.1102,1.6,10.00,45,"Southern California"
ak,10595891,1,"Friday, November  9, 2012 08:54:51 UTC",63.0312,-150.8078,2.0,102.00,27,"Central Alaska"
us,c000dpr5,4,"Friday, November  9, 2012 08:52:11 UTC",13.9225,-92.1644,4.4,34.90,83,"offshore Guatemala"
ak,10595884,1,"Friday, November  9, 2012 08:28:23 UTC",63.0952,-151.4336,1.4,0.10,10,"Central Alaska"
ak,10595878,1,"Friday, November  9, 2012 08:23:19 UTC",63.6330,-147.7895,2.4,12.60,29,"Central Alaska"
nc,71878600,3,"Friday, November  9, 2012 08:18:27 UTC",38.5770,-122.2657,1.2,3.10,18,"Northern California"
ak,10595874,1,"Friday, November  9, 2012 08:05:17 UTC",60.8872,-141.1158,1.7,35.70, 6,"Southern Alaska"
pr,12314004,0,"Friday, November  9, 2012 07:48:18 UTC",17.9971,-68.3239,3.3,109.00,10,"Dominican Republic region"
ak,10595872,2,"Friday, November  9, 2012 07:28:02 UTC",53.0205,-167.0353,2.0,27.80,10,"Fox Islands, Aleutian Islands, Alaska"
ak,10595865,1,"Friday, November  9, 2012 07:16:36 UTC",59.9279,-151.3173,2.1,50.00, 8,"Kenai Peninsula, Alaska"
us,c000dppy,6,"Friday, November  9, 2012 06:40:16 UTC",-23.0422,-68.8206,4.3,93.80,74,"Antofagasta, Chile"
us,c000dpps,7,"Friday, November  9, 2012 06:31:44 UTC",-33.4352,-67.4786,4.2,187.40,47,"Mendoza, Argentina"
ci,15243033,4,"Friday, November  9, 2012 06:31:17 UTC",34.3122,-116.4610,1.2,10.00,23,"Southern California"
pr,12314002,0,"Friday, November  9, 2012 06:29:58 UTC",19.4356,-66.3486,3.2,65.00, 8,"Puerto Rico region"
ci,15243017,4,"Friday, November  9, 2012 06:18:07 UTC",33.7107,-116.8258,1.2,18.10,66,"Southern California"
ak,10595852,1,"Friday, November  9, 2012 06:08:28 UTC",60.4393,-151.6243,1.9,23.80, 5,"Kenai Peninsula, Alaska"
nc,71878540,1,"Friday, November  9, 2012 06:08:25 UTC",38.8382,-122.8275,1.5,2.40,28,"Northern California"
nc,71878535,2,"Friday, November  9, 2012 06:03:50 UTC",37.5452,-121.9300,1.3,9.20,22,"San Francisco Bay area, California"
us,c000dpnv,5,"Friday, November  9, 2012 05:51:42 UTC",-42.7270,124.7041,5.1,10.00,48,"south of Australia"
us,c000dpnu,8,"Friday, November  9, 2012 05:44:35 UTC",36.8197,73.1797,4.4,49.80,50,"northwestern Kashmir"
ak,10595846,1,"Friday, November  9, 2012 05:36:31 UTC",64.9638,-150.9107,1.8,19.80, 8,"Central Alaska"
us,c000dpnh,8,"Friday, November  9, 2012 05:13:04 UTC",-10.0275,118.1251,4.0,49.10,25,"south of Sumbawa, Indonesia"
ci,15242993,2,"Friday, November  9, 2012 05:06:19 UTC",33.9993,-117.1818,1.6,5.00,71,"Greater Los Angeles area, California"
pr,12314003,0,"Friday, November  9, 2012 05:04:55 UTC",19.5351,-64.2143,3.4,57.00,10,"Virgin Islands region"
pr,12314001,0,"Friday, November  9, 2012 04:27:28 UTC",18.4211,-67.3974,3.0,12.00, 5,"Mona Passage, Puerto Rico"
ak,10595836,1,"Friday, November  9, 2012 04:25:37 UTC",59.0573,-145.4154,2.2,52.20,21,"Gulf of Alaska"
